generation,best,avg,worst
885,14164,14945,17481
886,14159,14962,17510
887,14130,14968,16852
888,14130,14894,17926
889,14163,14891,17163
890,14146,14996,17102
891,14156,15025,17387
892,14165,14931,17300
893,14159,15063,17875
894,14186,14936,17169
895,14159,14882,16892
896,14204,15073,17715
897,14208,15088,17316
898,14235,14933,17202
899,14201,15166,17337
900,14129,15125,17934
901,14126,14952,17163
902,14185,14973,17966
903,14145,14945,17098
904,14145,15084,17314
905,14145,14867,17247
906,14145,14890,16699
907,14137,14940,17275
908,14117,14934,17903
909,14130,14960,17985
910,14163,14898,17913
911,14153,14968,17309
912,14153,14971,17822
913,14141,14910,17574
914,14123,14918,17975
915,14144,14896,17806
916,14137,15012,17287
917,14166,14918,16778
918,14163,14943,18143
919,14126,15037,17947
920,14134,14894,18128
921,14109,14974,17517
922,14163,15007,17391
923,14113,15053,17416
924,14134,14898,17378
925,14138,15011,17924
926,14196,14994,17809
927,14133,14864,17357
928,14242,15056,17274
929,14146,15014,17345
930,14114,14848,17976
931,14102,14883,17030
932,14142,14902,17312
933,14105,14887,16641
934,14158,14941,17874
935,14167,14921,16911
936,14184,15073,17361
937,14197,15053,18200
938,14207,15009,17307
939,14193,15010,17248
940,14192,15021,18017
941,14239,15078,17831
942,14173,15075,17214
943,14173,14909,17238
944,14191,14973,17702
945,14173,14967,18163
946,14105,15072,17359
947,14167,14937,17079
948,14192,15028,18133
949,14109,14906,18151
950,14098,15052,17265
951,14166,15098,18164
952,14136,15064,17425
953,14116,15073,18269
954,14248,15087,17881
955,14169,15035,17605
956,14172,15040,17391
957,14162,14988,17434
958,14159,15094,18006
959,14161,14972,17454
960,14159,15158,18121
961,14178,15070,17892
962,14180,15005,18144
963,14154,15103,18069
964,14201,14996,17998
965,14116,14937,17303
966,14204,14910,18083
967,14170,14988,16798
968,14183,15040,17703
969,14201,15013,17183
970,14155,14882,16621
971,14162,14973,18201
972,14185,15169,18085
973,14150,15124,18140
974,14185,14999,18039
975,14245,15117,17278
976,14171,15140,17358
977,14150,14957,17379
978,14160,14977,18100
979,14228,14950,17602
980,14195,14992,17193
981,14137,14971,17623
982,14173,14918,17357
983,14160,14976,18167
984,14170,14904,17503
985,14143,14864,17092
986,14210,14934,17274
987,14216,15095,16846
988,14228,14903,17416
989,14175,15046,18175
990,14143,15010,18010
991,14167,14863,17219
992,14108,15039,17680
993,14142,14841,17200
994,14089,14996,17502
995,14128,14846,17127
996,14089,14893,17054
997,14136,15034,17956
998,14146,14872,17207
999,14151,15083,18151
